serial number,game,link,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating,primary_genre,store_genres,publisher,developer,detected_technologies,store_asset_mod_time,review_percentage,players_right_now,24_hour_peak,all_time_peak,all_time_peak_date
29531,Viking Butcher,/app/1348480/,7/21/20,6,29,4,33,74.78,Action (1),"Action (1), Casual (4), Free to Play (37)",Yodum Games I/S,Yodum Games I/S,Engine.Unity; SDK.UnityURP,7/4/20,87,0,1,6,7/21/20
29532,Captain Sabertooth & the Magic Diamond,/app/1383970/,11/20/20,14,29,4,33,74.78,Adventure (25),"Action (1), Adventure (25), Indie (23)",Ravn Studio,Ravn Studio,Engine.Unreal; SDK.FMOD; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,11/6/20,87,0,3,14,11/20/20
29533,NEON STRUCT: Carrion Carrier,/app/1417090/,10/20/20,3,29,4,33,74.78,Action (1),Action (1),Minor Key Games,Minor Key Games,SDK.CRIWARE,10/4/20,87,0,1,3,4/2/21
29534,Billion Road,/app/1163040/,4/16/20,96,144,33,177,74.77,Casual (4),"Casual (4), Strategy (2)",Acttil LLC.,BANDAI NAMCO Entertainment Inc.,Engine.Unity; SDK.CRIWARE,4/2/20,81,1,6,96,8/13/20
29535,Hentai Thigh,/app/1237220/,3/3/20,12,83,17,100,74.77,Casual (4),"Casual (4), Indie (23), Strategy (2)",Hentai works,GentleDriver,Engine.Unity,10/30/22,83,0,1,12,11/30/20
29536,Operencia: The Stolen Sun,/app/985950/,3/31/20,277,362,94,456,74.74,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",Zen Studios,Zen Studios,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,10/27/22,79,1,4,277,4/5/20
29537,中世纪君主 Medieval Monarch,/app/1058710/,1/2/20,47,231,57,288,74.72,Simulation (28),"Casual (4), Indie (23), RPG (3), Simulation (28), Strategy (2), Early Access (70)",Mr.Lordy,Mr.Lordy,Engine.Unity,8/25/20,79,1,2,47,1/5/20
29538,Trial of the Gods: Siralim CCG,/app/1195410/,3/13/20,21,42,7,49,74.71,RPG (3),"Indie (23), RPG (3), Strategy (2)",Thylacine Studios LLC,Thylacine Studios,Engine.Unity,3/6/20,85,0,0,21,3/14/20
29539,URUZ Return of The Er Kishi,/app/931000/,10/2/20,18,389,102,491,74.7,Indie (23),"Action (1), Adventure (25), Indie (23)",Berzah Games,Berzah Games,Engine.Unreal; SDK.CEF; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,11/3/20,79,1,2,18,10/4/20
29540,The Amazing Shrinking Giraffe,/app/1033220/,2/17/20,10,98,21,119,74.7,Adventure (25),"Adventure (25), Simulation (28), Strategy (2)",Marjupi Games,Paul Bird,Engine.Unity,3/10/20,82,0,1,10,2/17/20
29541,Neuronaut,/app/1269350/,4/10/20,17,158,37,195,74.69,Indie (23),"Adventure (25), Casual (4), Indie (23)",GUT.GAMES,GUT.GAMES,Engine.RenPy; SDK.SDL,3/18/20,80,0,0,17,4/10/20
29542,Shoot Shoot My Waifu,/app/1405660/,10/12/20,44,117,26,143,74.69,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23)",Zai Studio,Zai Studio,Engine.Unity; SDK.cURL,8/26/20,81,0,2,44,10/14/20
29543,Sport Girls,/app/1370630/,8/8/20,4,46,8,54,74.65,Indie (23),"Casual (4), Indie (23)",IR Studio,IR Studio,Engine.Unity,7/22/20,85,0,1,4,9/12/20
29544,ReRoad,/app/1304130/,11/17/20,27,86,18,104,74.64,Strategy (2),"Casual (4), Indie (23), Strategy (2), Early Access (70)",Rabbithole Games,Rabbithole Games,Engine.Unity; SDK.EpicOnlineServices; SDK.UnityURP,4/22/21,82,0,1,27,11/19/20
29545,Ties,/app/1362390/,7/22/20,34,86,18,104,74.64,Indie (23),"Action (1), Adventure (25), Free to Play (37), Indie (23)",Objectif 3D - game,Objectif 3D - game,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,6/30/20,82,0,1,34,7/26/20
29546,Dead Space™ 3,/app/1238060/,6/18/20,1105,6975,2164,9139,74.63,Action (1),Action (1),Electronic Arts,Visceral Games,Launcher.EA_App; SDK.OpenSSL; SDK.Qt,12/31/20,76,44,99,1105,8/1/21
29547,Soccering,/app/1012530/,8/6/20,5,24,3,27,74.63,Casual (4),"Casual (4), Indie (23), Sports (18)",Gestalt Development Studio,Gestalt Development Studio,SDK.OpenAL; SDK.Vorbis,5/26/22,88,0,2,5,4/9/20
29548,Kill The Santa,/app/1213870/,1/14/20,7,24,3,27,74.63,Action (1),"Action (1), Casual (4), Indie (23)",KK Games,KK Games,Engine.Unity,12/18/19,89,0,0,7,12/26/21
29549,Krystopia: Nova´s Journey,/app/1225120/,7/21/20,7,24,3,27,74.63,Adventure (25),"Adventure (25), Indie (23)",Antler Interactive,Antler Interactive,Engine.Unity; SDK.UnityURP,7/31/20,88,0,0,7,7/21/20
29550,Sunset Mall,/app/1398750/,9/23/20,4,24,3,27,74.63,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",Cyan Dreams,Cyan Dreams,Engine.Unity; Engine.Unreal; SDK.CEF; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,3/2/23,89,0,1,4,10/1/20
29551,Gone Golfing,/app/1359900/,11/4/20,12,82,17,99,74.62,Indie (23),Indie (23),Icehelm,Icehelm,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,8/19/22,82,0,1,12,11/5/20
29552,Virus Popper,/app/1269890/,4/10/20,14,50,9,59,74.62,Free to Play (37),"Action (1), Casual (4), Free to Play (37), Indie (23)",Starcade Arcade LLC,Starcade Arcade LLC,Engine.Unity; SDK.OpenXR; SDK.cURL,12/15/21,84,0,1,14,4/17/20
29553,Aimi,/app/1432620/,10/20/20,20,78,16,94,74.61,Indie (23),"Free to Play (37), Indie (23), RPG (3)",Toasty,Toasty,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS,10/28/22,82,0,1,20,10/30/20
29554,Bird path,/app/1385960/,8/21/20,3,33,5,38,74.61,Action (1),"Action (1), Casual (4), Simulation (28), Sports (18)",Rabotiagi games,Rabotiagi games,Engine.Unity,8/1/20,86,0,1,3,8/22/20
29555,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,/app/1178790/,12/2/20,2671,506,137,643,74.6,RPG (3),RPG (3),Spike Chunsoft Co. Ltd.,Spike Chunsoft Co. Ltd.,nan,11/1/21,78,190,228,2671,12/6/20
29556,みんなで空気読み。2 ～令和～,/app/1384380/,9/30/20,26,74,15,89,74.59,Casual (4),"Casual (4), Indie (23), Simulation (28)",G-MODE,G-MODE,Engine.Unity,5/20/22,83,1,4,26,3/29/21
29557,Stoneshard,/app/625960/,2/6/20,10738,17800,5673,23473,74.58,RPG (3),"Adventure (25), Indie (23), RPG (3), Strategy (2), Early Access (70)",HypeTrain Digital,Ink Stains Games,Engine.GameMaker,10/12/22,75,359,436,10738,2/8/20
29558,Transcender,/app/1398440/,9/30/20,10,66,13,79,74.58,Indie (23),Indie (23),Aldo Jeffrey,Aldo Jeffrey,Engine.Unreal; SDK.CEF; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,9/8/20,83,0,0,10,10/4/20
29559,Collective Card Game,/app/878940/,3/27/20,227,160,38,198,74.55,Free to Play (37),"Free to Play (37), Indie (23), Strategy (2), Early Access (70)",Odious Studios LLC,Odious Studios LLC,Engine.Unity,9/1/21,80,0,4,227,5/24/20
29560,Tubetastic World Splashfest,/app/1063710/,4/2/20,4,14,1,15,74.53,Action (1),"Action (1), Indie (23)",Super Goodwin,Super Goodwin,Engine.GameMaker,4/2/20,93,0,0,4,5/16/19
29561,Obversion,/app/1102040/,1/28/20,3,14,1,15,74.53,Indie (23),Indie (23),Adrian Marple,Adrian Marple,Engine.Unity,5/12/20,93,0,0,3,1/30/20
29562,Bhavacakra Maco,/app/1121000/,9/25/20,4,14,1,15,74.53,Adventure (25),"Adventure (25), Free to Play (37), Indie (23), RPG (3)",Two Clusters,Two Clusters,Engine.WolfRPGEditor,7/11/21,93,0,0,4,10/20/20
29563,Sorbetta: Gravely in Debt,/app/1231740/,2/20/20,8,14,1,15,74.53,RPG (3),RPG (3),Undead Avian Publishing,Undead Avian Publishing,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,6/8/22,93,0,0,8,2/20/20
29564,Active Neurons 2,/app/1274910/,4/15/20,3,14,1,15,74.53,Indie (23),"Casual (4), Indie (23), Strategy (2)",USANIK STD,Nikolai Usachev,Engine.Unity; SDK.UnityHDRP,3/31/23,93,0,0,3,4/19/20
29565,Pay Me In Colors,/app/1280970/,6/4/20,3,14,1,15,74.53,Adventure (25),"Action (1), Adventure (25), Casual (4), Indie (23)",1UP Factory,1UP Factory,Engine.Unity,5/23/20,93,0,0,3,3/15/21
29566,Escape Initiative,/app/1282110/,6/12/20,17,14,1,15,74.53,Indie (23),"Action (1), Indie (23)",1TonSkeleton,1TonSkeleton,Engine.Unity,6/7/20,93,0,0,17,1/25/21
29567,Beyond Dawn,/app/1295490/,6/15/20,4,14,1,15,74.53,RPG (3),"Adventure (25), Free to Play (37), RPG (3)",Mercury Studios,Marcus Allard,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS,5/28/20,93,0,0,4,6/24/20
29568,Space Probes,/app/1309980/,8/15/20,4,14,1,15,74.53,Indie (23),Indie (23),Website Modern,Website Modern,Engine.Unity; SDK.cURL,8/5/20,93,0,1,4,8/20/20
29569,Lurkers,/app/1376840/,11/3/20,3,14,1,15,74.53,Indie (23),"Casual (4), Indie (23)",Ertal Games,Ertal Games,Engine.RenPy; SDK.SDL,9/14/20,93,0,0,3,11/5/20
29570,August of August,/app/1380840/,8/18/20,1,14,1,15,74.53,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3)",Fireworks Garland,Fireworks Garland,Engine.RPGMaker,1/16/23,93,0,0,1,8/19/20
29571,Head Bumper: Editcraft,/app/1398130/,9/19/20,4,14,1,15,74.53,Indie (23),"Action (1), Casual (4), Indie (23), Early Access (70)",Polish Hacker,Polish Hacker,Engine.Unity,12/7/20,93,0,0,4,5/10/22
29572,Mages and Treasures,/app/1413560/,10/27/20,4,14,1,15,74.53,Indie (23),"Action (1), Adventure (25), Indie (23)",lightUP,lightUP,nan,10/5/20,93,0,0,4,10/28/20
29573,New Yankee 9: The Evil Spellbook,/app/1416430/,10/1/20,17,14,1,15,74.53,Casual (4),"Adventure (25), Casual (4), Strategy (2)",Alawar Entertainment,Yustas Game Studio,Engine.Unity,12/6/22,93,1,5,17,10/4/20
